0,1
False,Pizza dosla hladna i gnjecava najgora pizza definitivno….
False,"Jednom riječju, katastrofa. Malo osoblja, jelo bez okusa i mirisa. Nikad više na tu adresu"
False,"pivnica ne moze biti pivnica ako nudi samo flasirane pive koje svatko moze kupiti u ducanu. bili smo prije par godina tu, jednom i dosta. komentar stavljam samo zato jer sam se jutros sjetio mjesta. napravio rezervaciju za subotu navecer za dvoje. po dolasku sve krcato i nitko ne zna da imamo rezervaciju. traze i uvjeravaju me da nemam, da nisam njih zvao. morao sam pokazivati povijest poziva da ih uvjerim da sam zvao njihov broj. smjestaju nas na neki mali stolic uz ispriku. unutra atmosfera kao na maturalnoj zabavi. nema veze s prijasnjom pivnicom koja je tu bila. ok vjerojatno mjesto za doci na festu, nikako za manje vecere jer imate dojam da jedete u nocnom klubu ili nekakvoj birtiji. cijena vecere za dvoje ne odgovara kvaliteti ponudenog. meni za vise osoba je cisto ok i vidi se koje posjetioce zele. kako je sada pod ovim covid mjerama ne znam, komentar je za posjet otprije 2, 3 godine."
True,"Ugodna atmosfera i osoblje, fina i kvalitetna hrana"
True,"Preporuka svakako,hrana,pivo osoblje sve za čistu 10, a Wc koma. Kad me put nanese opet ću doći."
True,Hrana je bila vrhunska i po porciji i po kvaliteti namjernica.Terasica odlična.Dosta brzo posluženo.Preporučam.
False,"Hrana super, 3god redovito smo naručivali, ali zbog bezobrazluka koji sam doživjela nedavno sigurno više nikad neću naručiti. 85kn lungić u umaku, ne donesu krokete, na poziv osoba, koja se javila, govori ""Ja vam tu ne mogu pomoći, puni smo, nismo mi jedini u gradu koji rade."" Hvala na savjetu, svakako niste jedini"
False,"Posluga je bila brza i ljubazna. Hrana u redu. Zamjerke; krumpir se još mogao peći i za moj ukus je previše hrana bila začinjena. Ne bi škodilo poraditi na čistoći lokala, vani i unutra. Kuhinju doduše nisam vidjela..."
False,"Od 10 točenih piva 0,5L niti jedna nije bila 0,5L već uvijek manje. Skupo."
True,"Evo,ukratko...naručio sam hranu peti put,ako ne i više....Uglavnom roštilj...vrhunsko meso,prilozi ekstra itd....kako god...ODLIČNO...HVALA"
False,"Gableci i klopa  prihavljiva cijenom i kvalitetom, terasa zgodna, ali  konobari mladi početnici nezainteresirani s očitom znakovima dosade i nemotivacije za posao."
False,"Čekali 1,50 h umjesto obećanih 1 h,hrana zagorena,lepinje zagorene,jedino kaj vrijedi su bile salate.Možda je klopa u restoranu ok ali dostava očito ne funkcionira ili su samo imali loš dan, uglavnom jako loše iskustvo i pokvaren ručak..."
False,"Prilična gužva, a samo 2 konobara na cijeloj terasi. Dosta se čeka za svaku narudžbu iako su konobari dali sve od sebe. Hrana je dobra, cijene su pristojne."
False,"4 zvjezdice dajem samo zato što mu se čini da trpaju goste nemilo. Hrana odlična, osoblje sposobno i zainteresirano, ali da za 30% smanje broj mjesta bilo bi taman. Ja sam doduše bila za vrijeme božićnih domjenaka, pa sam stekla pogrešan utisak."
True,"Danas smo posjetili Budweisser  u Adžijinoj, ručali. SVAKE POHVALE KUHARIMA, KONOBARIMA I OSTALOM OSOBLJU koje je nasmijano, uslužnom, brzo... A o hrani da i ne govorim, IZVRSNO NEŠTO I NE ČEKA SE UOPĆE DUGO!!! Preporučujemo svakome!Ambijent je pravi domaći!Iskoristit ću priliku i pohvaliti BUDBAR koji nam je također omogućio SUPER FEŠTU u četvrtak za tekmi, tako da se vraćamo u utorak😉😍🤩"
False,Čekam jelo sat i pol te gosti koji su došli pola sata nakon mene dobili jelo prije.
True,"Hrana je dobra, ugođaj je dobar, usluga je ok, a hrana je super"
False,"Nakon inače čestog posjećivanja restorana i dosadašnjeg vrlo ljubaznog osoblja,djelatnica Antonela(ugodnog imena ali vrlo neugodnog i neuglednog ponašanja i izgleda)poslužuje nas otresitim pitanjem""Dali smo broj za rezervacije našli na kiosku ?Te da ga izvolimo vratiti!Obraćanje balavice dvostruko starijoj obitelji neurotičnim i uličnim tonom.Djelatnica nervozno tapka na mjestu i koluta očima(dobro da ne kopa nos)Opći dojam grozan-adipozna,neuredna osoba koja radi u restoranu sa hranom i k tome još je prvi dojam restorana!Na trenutak sam se posramila Hrvata i Hrvatske.Doslovno,fuj.Knjiga žalbe u restoranu ne postoji.Ugl.dobar povod da više tamo ne dolazimo i odvikavamo se od Mc Donaldsa."
True,Vrlo ugodan ambijent i iznimno uredno. Osoblje je ljubazno i brzo. Meni najdraži McDonald's u gradu 😋👍
False,Prekritično što nemate vege IŠTA nakon ponoći? Mi inače nakon ponoći ne jedemo i nismo gladni. Tenks
True,"Odlicna ledena kava,jedino je to dobro iz McDonaldsa"
True,"Dajem 5 zvjezdica za trud i profesionalnost, ali meni je to sve presterilno, prečisto, bez šušta i gušta, a na kraju hrana nije ni ukusna, a da ne govorimo koliko je sve skupo.Jadna omladina valjda ne zna i ne treba bolje..."
False,Sto reci...restoran brze hrane....tko nezna sto je Mc Donalds!!!????
False,"Nakon 45 minuta, konobar se udostojio doći i poslužiti nas, no kada smo rekli što ćemo jesti je bezobrazno rekao da ne možemo naručiti hranu nego samo piće. Kada smo rekli da smo ovdje već 45 min, rekao je da se kuhinja zatvorila prije 10 min i da nas je odmah došao poslužiti da bi dobili hranu, a ovako nije stigao i ne možemo jesti. Rekli smo na kraju da ipak nećemo ništa na što je veselo rekao može super. Usluga i organizacija katastrofa"
False,"Ugodno mjesto za druženje većeg broja osoba. Ukusno pivo, brza i ljubazna usluga i umjerene cijene."
True,"Simpatičan restoran u centru grada a opet izvan gradske vreve (vrt u bloku zgrada). Dobra i raznovrsna domaća hrana, dnevni gableci, respektabilan izbor piva vlastite proizvodnje, umjerene cijene"
True,"Konobari gostoljubivi, veliki odabir dobre hrane i izvrsnog pića kojeg sama pivovara proizvodi (moja preporuka je ""Grička vještica"" definitivno). Treba rezervacirati stol jer će se inače u petak, subotu ili nedjelju jako teško naći neki slobodan, mi smo imali sreće pa smo našli. Ali bilo bi pametno dati truda i rezervirati."
True,"Ukusna hrana, brza i kvalitetna posluga i super izbor piva po prihvatljivoj cijeni!!!"
False,"Lijep ambijent u srcu grada, velika terasa, ukusna hrana. Uz polovičnu popunjenost je vrlo neobično da naručiš pivo i ne pitaju koje želiš već donesu prvo točeno koje im padne pod ruku te nakon ručka zamoliš kavu koju ne dobiješ. Ipak, prava je pivnica i svako je pivo dobro, a tko zna koju po redu kavu je nekad dobro i preskočiti."
False,"Dobra klopa, terasa u lijepom hladu, gotovo usred grada ,a tako daleko od gradske vreve. Baš dobar osjećaj."
True,"Meni najbolja pizza s pršutom i rikulom, mora da imaju nekog vrsnog pizza majstora, a dobra je i hladna tako da uvijek tražite pakiranje za van"
False,"Prvo problemi s rezervacijom (znam da je nedjelja i znam da je bila gužva, ali samo malo susretljivosti konobara ne bi bilo na odmet). Hrana je bila solidna."
False,"Odlična hrana, super uređeno, školovano osoblje.Wc i parking nisu u istoj razini.Iskrena preporuka."
False,46 ljudi na terasi a poslužuje ih samo jedan konobar. Čekanje ide u nedogled. Potpuno nepoštovanje prema gostima.
False,"Bezobrazluk je staviti goste da sjede kraj staklenih vrata zimi gdje je hladno i puse kao da si vani, pa kako da se opustis kad moras sjediti u jakni, kapi, salu i debelim cizmama da se ne smrznes. Popravite ta vrata !!! U hrani nismo  ni mogli uzivati jer smo se smrzli! Nikad vise tamo."
True,Srednjebijekovni ambijent starog grada daje dodatnu vrijednost jelima.
False,"Redovno se ne dobije potpuna naruđba za van kao i malo prije ali se uredno naplati, svaka čast osoblju vidi se da konstantno plivaju i to na najjače.Uzalud bačenih 200 kuna danas. Pod hitno promijeniti one koje slažu sendvič 2 sendvič došla bez salate dva mala ficleka kis. Krastavaca samo nemojte reći da je takav normativ molim vas. Ako ne mogu izbaciti određenu količinu ali kvalitetno onda treba mijenjati nešto"
True,"Renovirali i opet su bolesne gužve,skretanje na Vrbane je nemoguće,doći na red nemoguća misija od svih strana dolaze auti u mcdrive,nema pravila"
True,"Svaka pohvala! Zaposlenici jako uljudni, prostor uredan i čist! Hrana pripremljena na kvalitetan način!Jedina zamjerka je što se na drive in čeka,  ali to je problem prometne infrastrukture kvarta i što je ulaz preblizu križanju!"
False,Sve super osim sto svatko malo netko traži unutra wc😀ne primjećuje se da je unutra na katu usred prostora. Vege burger vrh!
False,"Zašto Google piše da radite do 03:00, ako radi samo blagajna za automobile i ako nemam automobil? Što da radim?"
True,Pohvale curki koja je cistila vanjski dio terase oko 00:04 min...jako ljubazna i usluzna
True,"Ocjena je za management poslovnice.Drive in je KATASTROFA organiziran, gdje treba biti naplata primaju narudžbe na slušalice i nemoguće je komunicirati s djelatnicima koji naplaćuju, ili ih bilo što pitati... Meni naplaćuje dok za to vrijeme zaprima tri narudžbe. Mislim da im fali zaposlenika, naročito nedjeljom kada je gužva."
False,"Nevjerojatno slaba hrana .buncek sa grahom i krumpirom jako jako neukusan i pomalo opasan za jelo.Neznam što se dogodilo jer sam jednom jeo kod njih i bilo je vrlo dobro .Svijesni da smo samo probali jelo ,nije naplaćeno i to je vrlo korektno jer je odgovorna osoba shvatila da je riječ o lošoj kvalitetiKonobar uljudan. Ako želite kvalitetnije jesti treba ga izbjegavati."
True,"Odlična atmosfera eksterijera, zanimljiva ponuda piva. Ukusne čvarkuše i kiflice od sira."
True,"Radilo se o jednim prigodnom ručku, proslava rođendana za nekih 17 osoba. Imaju poseban prostor povezan s malom terasom (odlično za pušače) idealan za jedno takvo društvo. Konobar, susretljiv  ljubazan, brz, ma ostavlja vam dojam lijepe više kućne atmosfere. Hrana vrhunska, posebna pohvala gulaša od divljači, ma sve za 5+, definitivno najugodnije moguće iznenađenje i za svaku preporuku."
True,Simpaticna skrivena basta u srcu grada. Za opusteni predah i fino druzenje. Rebarca i Baltazar pivo za preporuku.
False,"Dobro mjesto u centru grada s prostranom terasom u hladu kestenja gdje se može popiti dobra piva, pojesti nešto za ručak,večeru ili prigristi uz piće. Uređenje je jednostavno, solidno, pretežno u drvu, tipično za pivnicu. Hrana je dobra, jednostavna, ima zanimljivih dnevnih ponuda a jedina zamjerka je ta što s vremenom porcije postaju sve manje a koštaju sve više. Osoblje je ok, uslužno, ljubazno i efikasno."
False,Konobari neotesani i nepristojni. Jedan me probao prevariti za 10 eura. Hrana za cijenu koju ima ispodprosjecna. Izbjegavati.
False,"Ambijent prave srednjoeuropske pivnice, mjesavina austrije i ceske po uredjenju. Prostor dovoljno velik, ovaj put lokacija u Ilici. Odlican izbor piva, hrana super. Obiteljski izlet je bio jedino je zamjerka stobse jaako dugo ceka hrana. Ostalo vrlo dobro a i cijena obzirom na centar jednoga glavnog grada je u razini dozvoljenog."
True,"Super klopa, ziva atmosfera jer nikad nije prazno, konobari ljubazni jos samo da se pivo moze brze istocit u kriglu haha"
False,"Piva vrhunska. Ostalo može se komentirati, počevši od organizacije pa da hrane. Imam osjećaj da gubi korak sa ostalima."
True,"Odlično mjesto za provesti sate uz vrhunsku pivu i masne ćevape!Pristupačno osoblje, ne čeka se puno i atmosfera je top!Svaka preporuka."
True,"Konobar je strašno zanimljiv i zabavan, zbog njega je večer bila jako ugodna. Cijena skroz okej, hrana jako je sjajna i nadam se ponovnom dolasku."
False,"Usluga katastrofa, čekali smo da nam neko priđe duže od 30min. Dva konobara na 100 ljudi radi."
True,"Meni drago mjesto u koje dolazim godinama,fine pive i hrana i ljubazno osoblje. Jedna od najljepsih terasa u gradu."
False,Bio sam sa manjim drustvom prije desetak dana i imali su nekakvu proslavu i prilicno su zanemarili ostale goste. Inace je kod njih vrlo dobro
True,"Fina klopica i kavica, i za kraj shake shake 😁😁😁 yummyyyy"
True,"Staro gradska jela, izvanredna,šaroliko društvo,od studenata do poslovnih ljudi"
False,"Super lokacija, hladovina, ali jeo sam drugdje puno bolje čevape. Cijene baš nisu popularne. Em Cola 19 kn...."
True,"Bilo je jako ugodno ,osoblje je bilo za deset kao i hrane, a cijene su normalne i prihvatljive."
True,Vrlo ugodno mjesto za neobavezno druženje uz odličnu hranu. Preporučujem
False,Los dan konobora ili je  uobicajna ne ljubaznost osoblja ove pivnice to ne znam ali prvi susret je razočaranje.
False,"Klopa ok,ali trebalo bi malo stolove češće očistiti s obzirom na vrapčeke"
False,"Odlična klopa još kad bi riješili ona drveca lipe, na super terasi, da ne padaju u tanjure i čaše bilo bi fantastično."
False,"Na žalost dobila sam sirove ražnjiće ,naravno ljubazno si ih zamijenili ,hvala im na tome,osoblje ljubazno. Pljeskavica je također bila čudnog okusa kao da je bila podgrijavana te pečena kobasica  ne znam drugi su je jeli pogledala sam oko sebe ,ali se meni nakon prvog zalogaj činila pokvarena.Odlični su pohanci(zvončići nešto) Tako da u pivnicu idem piti pivo,a jesti više nikad."
True,"Prekrasno mjesto, terasa je prelijepa. Konobari ljubazni, hrana, pivo i kava  odlicni. Vratit cu se svakako."
True,"Dobri stari prostor. Ugodan i ljeti i zimi. Klopa je vrlo kvalitetna. Usluga brza i na treptaj oka. Cijene malo povisuje, previše. Sa dobrom ekipom je sve OK."
True,"Prekrasan prostor, ljubazno i profesionalno osoblje. Naravno odlicno pivo😀! Hrana vrlo ukusna i fina. Odlicno mjesto za druzenje ili rucak sa obitelji, drustvom... Jos kad je lijepo vrijeme i teras radi onda je stvarno oaza mira i uzivanja u samom srcu grada👍"
True,"Profesionalno i susretljivo osoblje, odlična hrana i atmosfera!"
False,"Intiman ambijent te kvalitetno osoblje.Hrana prosječna nije previše iznad očekivanja.Zanimljiv odabir su čevapi u posudi s lukom, no nije za svakoga."
True,"Restorana sa super hranom i uslugom, na lijepoj lokaciji...poznatom zagrebačkom jezeru Jarunu.."
True,"već nekoliko dana dolazim ovde, jedan od najboljih, ako ne i najbolji restoran u Zagrebu, vlasnici ljubazni, osoblje brzo i stručno. Svima preporučujem da nekada dođu u ovaj restoran"
True,Hvala Vam na predivnom ambijentu i usluzi.Imali smo kod Vas organizirani ručak povodom Svete pričesti našeg unuka i bilo je odlično.
True,Predivan restoran pored veslačke staze sa jos boljom gastroponudom.Preporucio bih svakako teletinu ispod peke i njihove nadaleko poznate čevape.
True,Odlična hrana na prekrasnoj lokaciji. Jako susretljivo i uslužno osoblje. Zaista za svaku preporuku
True,"Prelijep ambijent restorana, domaća atmosfera, konobari ljubazni, klopa prefina, Cijene su pristupačne. Svaka pohvala restoranu."
True,"Standardni McDonalds...Nisam dugo čekao, no mala (za mene oprostiva) greškica u narudžbi.."
True,Super je pogotovo tko voli ovakvu hranu! Osoblje je pristojno i ugodna je atmosfera. Jedino što mi fali je stari izgled megića jer imam osjećaj da je bilo više prostora no sve u svemu je super! Lijepo preuređen. Veliki parking. No nakon preuređenja usluga je postala znacajno sporija. I uz ispriku djelatnika 20 minuta je puno previse cekanja.
False,"Dobra stara nezdrava hrana, samo problem što su pipe u wc-u malo iritantne"
False,"Bolji mi je bio stari raspored, besmisleno mi je staviti toalete na kat. Nekim osobama stepenice predstavljaju problem."
False,"Uvijek mi nešto fali kad naručim na drive in-u, već ne znam po koji put, a na računu na plaćeno uredno. Užas"
False,"Narucio i platio u McD Kruge. Zaposlenica mi je rekla da sjednem i da ce mi donjeti. 15-20 minuta sam cekao i nije donjela. Dosao sam pristojno pitati:"" sto je s mojom placenom narudzbom?"" ""Zaboravila sam. Sto ste toliko dugo cekali? Sad se vise i ne sjecam jesam li vam isporucila ili nisam...""Osjetio sam nelagodu, kao da trazim nesto sto nisam platio. Trazio sam knjigu zalbi. Rekla je da oni to nemaju. Pisao sam na eMail koji sam nasao na internetu i nikad nisam dobio odgovor. Narucenu i placenu hranu sam odbio uzeti.Ne vjerujem da su svi zaposlenici losi, no izostanak isprike i odgovora na prituzbu me zaprepastio.Od tada izbjegavam McD."
True,Lijepo ureden i nadograden gornji dio a sjedenje.Jedan od boljih restorana vezano za uslugu i cistocu.
True,Jako fina jela s roštilja...gurmanska pljeskavica...čevapi u kajmaku također...osoblje fino i opušteno...preporuka za sve ljubitelje mesa
True,Trenutno jedan od najboljih roštilja u Zagrebu . Opuštajuća atmosfera i super osoblje.
False,Restoran izgleda kao baraka ali hrana i usluga na vrhunskom nivou. Posebno konobar Miloš
True,"Ukopan dojam,jako dobro.Dobra hrana,usluga dobra,odlicna terasa.Cijene prihvatljive..."
True,"Ugodan ambijent, dovoljno mjesta, odlična atmosfera, hrana savršena, savršena!!"
True,"Odlična hrana i usluga. Najeli se odlično, brza usluga, bez zamjerke."
True,"Sjajna hrana i simpatično osoblje,dobitna kombinacija za sve goste. Imaju krasan prostor za sjedenje vani, mada mozete i u unutarnjoj sali.Porcije hrane su stvarno obilne i pre ukusne,sve pohvale kuhinji!Prijateljica i ja smo naručile zagorsku juhu i rebrica sa domacim krumpirom..."
True,Ležerna atmosfera i super hrana. Parking ispred zaslužuje dodatnu zvjezdici.
True,"Možda i najbolja terasa u centru grada. Dobro pogođene sezonske pive, jelo uvijek konkretno 💪"
True,Jedna od omiljenih pivnica. Hrana i pivo odlični. Osoblje uslužno i ljubazno!
True,"Odlična hrana, odličan ambijent i posebna pohvala konobaru Ivanu - ljubazan, brz, uslužan, strpljiv i cijelo vrijeme dobro raspoložen. Čista petica."
True,"Izvrsna pozicija, ugodan ambijent, izvrsna hrana i ljubazno osoblje."
False,"Niska ocjena ide prvenstveno zbog neljubaznosti i neprikladnog ponašanja konobara. Iako sam inače bila zadovoljna prethodnim iskustvima, na zadnjem ručku meso je imalo jak neugodan miris. Konobar je bio bezobrazan te odbrusio u prolazu da se nitko nije žalio do sada te nije predložio rješavanje navedene situacije."
False,"Konobari su koma. Potpuno nezainteresirani za goste. Pokušavam u nekoliko navrata privući pažnju da naručim novu rundu, ali gledaju u stranu. Prošlih su godina redovito varali na računu. Više ne dolazim ovamo!Dear beer friends, don't waste your time for this pub. You can get much better service elsewhere in their chain. Visit Mali Medo for instance. CHEERS!"
True,Vrlo ugodno mjesto. Konobari ljubazni i brzi. Kava vrlo dobra a pogačica sa čvarcima vrhunska
True,"Ugodna atmosfera, lijep ambijent i vrhunska hrana 😁"
True,Brza hrana koja je puno bolja od drugih brzih mjesta za nešto prigristi. Tu se može popiti odlična kava i odabrati kolač iz velikog izbora slastica. Osoblje je uljudno i susretljivo. Sve je uredno i pazi se na higijenu.
False,"Hrana je u McDonaldsu manje više svuda ista pa tako i tu.Čim dođeš na red tu napraviš naruđbu, platiš i čekaš da ti se servira.To mi se malko ne sviđa jer imam osjećaj da duže čekam, a po običaju uvijek stanem u krivi red pa je čekanje tim više duže."
True,Moramo uvijek skrenut kad smo tamo jer nas onaj miris mami 😂😂😂ali je i zgodno za navečer kad želiš nešto na brzinu pojest a neda ti se radit doma za jest. 💪💪💪
True,"Ma bato sve super,udžem unutra uzmem sta oču.Al ja odma begam van.Pa neče meni niko govorit di ču kradem!🤣🤣🤣"
False,"Zahvaljujem svim svecima da se otvorio jedan blizu mene. Ista firma, ali puno normalnija atmosfera i uljudnije osoblje. Ovaj na Vrbanima je samo za izbjegavanje."
True,Vrlo ljubazno osoblje i uvijek svježe pripremljena hrana. Sve je čisto i uredno. Jedino je gotovo uvijek gužva pa se čeka ali sve u granicama normale. 🙂
False,Volim popiti kavu koju ima McCaffe. Odlična i ovdje no sladoled nije na nivou McDonald's-a.
False,"Jedna zvijezdica samo zato sto rade ogromnu gužvu na aveniji i na Rudeškoj, a ne žele nista napraviti po tom pitabh"
False,Jako zapušten i prljav prostor unatoč slaboj posjećenosti. Pod hitno mu treba preuređenje. Jednostavno neželite ući i jesti hranu u tom prostoru.
True,"Usluzni djelatnici, kava je super za jedan fast food!"
False,"McDonald's kao i svaki drugi McDonald's. Prijedlog da stave tablu sa ponudom odmah kod ulaza za drive in, i malo vece slike i font, ili izdvojena ponuda."
False,"Iako nismo vise mladi ttazili smo mjesto koje radi barem do ponoci i gdje bismo mogle neometano razgovarati bez duhanskog dima, alkoholizitanih osoba, zaglusujuce muzike i inih vrsta buke. McDonalds Vrbani ima odlican unutarnji i plexiglasom okruzen vanjski prostor koji je ispunio nasa ocekivanja.Ponuda nas je zanimala tipa kava i kolaci i to je bilo iznenadjujuce fino i ukusno."
False,"Ukusne delicije,ambijent bogat sadržajem za djecu no cijene su nažalost nepristupačne za svačiji džep."
False,"Ogroman prostor,,uredan,,,premalo djelatnika za pružanje informacijaPREMALO toaleta,,,potrebno je običi cijeli prostor,,,proči duuugiii red na blagajni,, da se dođe do toaleta !"
True,"Ljudi naporno rade kako bi hrana bila ukusna u svakom trenu, dajte im više plaće! Samo najbolje o njima"
False,Ok. Trudi se ekipa. Veliko dvorište. Pogodno za boravak vani. Veće parkiralište.
True,Super mjesto za opuštanje i guštanje u klopi poslije napornog radnog dana.
True,Konstantno najbolji roštilj u gradu!Hrana se ne čeka dugo.Osoblje ljubazno!
False,"Dobra pivnička hrana i obilate porcije.  Tko je dobro gladan, naprijed."
False,"Odlična hrana. Fino pivo. Cijene nešto više, sli vrijedi. Mesni uštipci vrhunski."
True,"Bio sam više od deset puta ovdje, svaki put ugodna atmosfera, a hrana fenomenalna"
True,Odličan izbor jela uz primjerene cijene. Ljubazno osoblje i brza usluga.
False,Naplaćena dva jela koja nisu bila niti naručena niti poslužena.
True,Tako sam brzo pojela da nisam stigla poslikati!! Znači da je bilo dooobro! :)
True,"Sve izvrsno. Usluga, hrana i cijene.Uvijek ću tamo otići i preporučiti ih👍👌"
True,"Uvjerljivo najboljile pripremljen rostilj u gradu. Cak i u dostavama, uvijek jednako kvalitetni"
True,"Lijep bar, fizički odvojen od restorana, ljubazno osoblje."
False,"Četiri zvjezdice samo zato što neki put ne dobijem određene priloge koje sam tražio,nego skužim tek kad otidem pa moram sve bacit.....inace klopa ok,kava ok...👍"
False,"McDonald's kao McDonald's... Sve je to što se tiče hrane kao i u bilo kojem drugom McDonald's-u. Ovaj je iznimka jer je na kat, pa ima dosta mjesta za sjediti unutra i vani. Veliki nedostatak je što ima jako mali parking na kojem je uvijek gužva i jako je teško naći mjesto. Ovaj McDonald's prima narudžbe iz auta (drive). Usluga je brza. Wc čist. Solidna 4"
False,"Bezobrazluk na nivou narocito od jedne djelatnice sa naocalama (ne znam joj ime) ljepo sam ju zamolila dok je izasao amarena sladoled od visanja,da mi na to stavi i malo preljeva od cokolade..I ona je na to bahato odgovorila ""ona za to nikad u zivotu nije cula i da je to ne moguce mjesati dva preljeva"" tako da sam  otisla na drugu blagajnu radi ""vrhunske ljubaznosti"""
False,Uredno svaki put kod kupovine za van nešto fali ali naravno ne ketchup nego sendvič. Na pritužbe za neisporuku voditelj i djelatnici su jako bezobrazni. Uglavnom naj gori Mc Donalds u Zagrebu
False,"Prostor ok, muški wc skroz neuredan - to još nisam doživio u McDonald's-u, ok bilo je puno ljudi jer je veliki protok ljudi. Djelatnici ljubazni i uslužni. Klopa ok, na razini brenda, nemam zamjerki."
False,"Nakon obnove ovaj McDonald's izgleda bezlično iznutra, osoblje ljubazno, uvijek gužva, dobro radno vrijeme vikendom-subotom!!!"
False,"Sve pet, samo dosta bahati i osorni djelatnici na drive-inu, kao da im se ne da biti na radnom mjestu pa iskaljuju bijes na gostima..."
True,"U pivnici smo organizirali teambuilding.Hrana i pivo bili su po očekivanom super, što se kvalitet i kvantitete tiče.Osoblje je bilo ljubazno i uslužno tako da nam nije ništa nedostajalo."
False,"Hrana je nezačinjena, dosadna i slabo prezentirana. Šteta jer je piva odlična."
False,"Ugodan ambient, kelneri brzi i ljubazni, hrana dobra.Vrapčeki uvijek prisutni, simpatični i dobrodošli.Samo što su prebrzi ponekad, kada ih želiš fotkati 🙃"
False,"Razlog ovako niske ocjene je situacija na samom kraju večere, kod plaćanja računa. Za vrijeme večere, zamolili smo konobara bocu Jack Daniel'sa, računajući kako je ta opcija povoljnija od one s naručivanjem runde za rundom. Konobar je na ideju reagirao najnormalnije i rekao kako nema nikakvog problema. Međutim, kada je izdao račun, vidjeli smo kako nam je boca naplaćena kao 30 doza od 0,03 l, što nije uopće bilo najavljeno. Žalili smo se, međutim voditelj je rekao kako je račun izdan i spominjao je financijsku policiju. Razočarani neviđenim bezobrazlukom platili smo račun i odlučili kako se nećemo nikada vratiti, a isto tako pivnicu nikako ne preporučujem."
True,"Ljubazno osoblje,fina hrana, mirno dvorište,a u centru ste."
True,"Prefina klopa, lijepa terasa, ugodan ambijent, najfiniji ćevapčići sir mmm..."
False,"Osoblje 5/5Hrana 3/5 (dobili smo hladnu hranu, a nije nešto specijalna, za gablece)Brzina posluge 4/5Cijena 4/5Ambijent 3/5"
True,Hrana odlična dobar izbor roštilja i dnevna ponuda gableca parking blizu WC čist osoblje ljubazno i brzo
True,"Sve pohvale, osoblje jako ljubazno, hrana odlična.Čista petica 👍"
False,"Debela hladovina,ugodno za sjedenje i uživanje na terasi.Dobar roštilj ali bez priloga preskupo."
False,"Odlična klopa i uslužni konobari, još da su cijene malo primjerenije..."
False,"Dobra hrana, ali dosta prljava terasa.Puno hladovine."
True,Dobra klopa;obilate porcije jedva sam pojela ugodna atmosfera muzika petkom sve u svemu super!
False,"Nikad losiji burger nisam jeo. Cak sam se i konobaru pozalio kad me pitao kako je bilo sto inace nikad ne napravim, al bas sam se razocarao. Burger pecivo je vjerojatno iz lidla, suho i slatko, a meso nema nikakav okus. Osoblje je ok, pivo je dobro, ali ako hocete nesto pojest idite negdje drugdje."
True,"Vrlo ugodan ambijent, posluga za 10 i roštilj za svaku pohvalu!Defintivno preporučam!"
False,"Konobari me uopće nisu doživjeli, zbog čega sam dosta čekala za naručiti a nije mi serviran ni kruh niti mi je isti ponuđen ukoliko se treba posebno naručiti."
False,Kad ne zna kako da stanes  pisat onda je najbolje da stanes prije neg ista napises.Ukratko kvaliteta nikako ne odgovara cijeni
False,"Bocu whiskeya su nam naplatili kao 40ak pojedinačnih doza od 30 kuna. Nisu imali cijenu za bocu u meniju, a konobar nije rekao da na taj način naplaćuju. Nakon što smo se žalili, voditelj restorana bahato kaže da je račun izdan i da je dalje u nadležnosti financijske policije. Sramota. Račun smo platili, a vratit se nećemo nikada."
False,"Klopa izvrsna, serviranje izuzetno, osoblje bi moglo podati malo više pažnje osnovama komunikacija s gostom.U svakom slučaju preporučam."
False,"Prosječan restoran .dobra hrana ,konobari ok.nije za pet zvjezdica .znamo što ulazi za pet."
True,"Odlicno, jedino na drugom katu je prejako grijanje i malo je zagusljivo. Iako je bilo podosta guzve hranu smo dobile za samo par minuta."
False,Očito da se drugima više sviđaju McDonald'sovi proizvodi nego li meni i mojoj obitelji. Tamo pođem jedino zbog tople štrudle sa jabukama i sladoleda.
False,"Standardno, Mek kao i svaki drugi, jedino kaj je iznimno velika fluktuacija ljudi pa se duze ceka u drive in-u."
True,"Najbolje mjesto za pojest na brzinu nesto ukuano i svijeze. Super kava i slastice, izuzetno ljubazno i pristupacno osoblje. Svaka cast, za primjer drugim prehrambenim lancima."
True,Naj mekic u Zg i jedan od prvih otvorenih. Tu je hrpa ljudi od jutra do mraka. Svaki dan je navala kao da je posljednji. Nema tu. Udara se maksimalno.
True,Brzo dostavljeno nakon narudžbe!! Za svaku pohvalu !! 👍👍
False,Prostor nije za velike događaje (npr. doček Nove godine). Posluga i usluga je profesionalna.
False,"Vrhunski roštilj i zabava, šteta što radno vrijeme nije dulje."
False,"Odlicna klopa, al prezak prostor....ljeti ce biti puno bolje kad radi terasa"
False,"Dobra hrana, interijer i eksterijer...osoblje ok, ali može i bolje.."
False,"Losa hrana. Sve prenaglo peceno i zagoreno, od krumpira do mesa. Salata bezukusna. Prostor je ruzan i smrdi po kanalizaciji."
False,"Relativno skupo, no pivo je dobro, a i klopa. Velik novi parking straga"
True,"Odlična hrana sa roštilja, piva (crna) jako dobra."
True,"Porcije vrlo obilne. Hrana ukusna, pivo odlično, osoblje ljubazno, ambijent super."
True,Vrhunska terasa s pogledom na parkić... Super za štovatelje piva s klincima🎯
